medicine_name,substance_name
Aciclovir Avianta Pharma,Aciclovir
Aciclovir Axone,Aciclovir
Aciclovir Azevedos,Aciclovir
Aciclovir Baxter,Aciclovir
Aciclovir Baxter Holding B.V,Aciclovir
Aciclovir Biogaran,Aciclovir
Aciclovir Biogaran Conseil,Aciclovir
Aciclovir Bluepharma,Aciclovir
Aciclovir Brill Pharma,Aciclovir
Aciclovir Cf,Aciclovir
Aciclovir Ciclum,Aciclovir
Aciclovir Cinfa,Aciclovir
Aciclovir Conseil Cristers,Aciclovir
Aciclovir Corzil Laboratórios Azevedos – Indústria Farmacêutica,Aciclovir
Aciclovir Creme 1 A Pharma,Aciclovir
Aciclovir Crescent Pharma,Aciclovir
Aciclovir Crescent Pharma Limited,Aciclovir
Aciclovir Cristers,Aciclovir
Aciclovir Ct,Aciclovir
Aciclovir Cuve,Aciclovir
Aciclovir Dawa,Aciclovir
Aciclovir Demo Pharma Uk,Aciclovir
Aciclovir Doc Generici,Aciclovir
Aciclovir Dorom,Aciclovir
Aciclovir Eg,Aciclovir
Aciclovir Egis Pharmaceuticals,Aciclovir
Aciclovir Ethypharm,Aciclovir
Aciclovir Farmaprojects,Aciclovir
Aciclovir Farmex,Aciclovir
Aciclovir Fiterman,Aciclovir
Aciclovir Generis,Aciclovir
Aciclovir Generis Phar,Aciclovir
Aciclovir Germed,Aciclovir
Aciclovir Gsk,Aciclovir
Aciclovir Heumann,Aciclovir
Aciclovir Hikma,Aciclovir
Aciclovir Hikma Farmacêutica (Portugal),Aciclovir
Aciclovir Hospira,Aciclovir
Aciclovir Hospira Uk,Aciclovir
Aciclovir I.V Gsk,Aciclovir
Aciclovir I.V. Gsk,Aciclovir
Aciclovir Jelfa,Aciclovir
Aciclovir Jonax Stada,Aciclovir
Aciclovir Kent Pharma Uk,Aciclovir
Aciclovir Kern Pharma,Aciclovir
Aciclovir Labesfal,Aciclovir
Aciclovir Labialis Eg,Aciclovir
Aciclovir Labialis Teva,Aciclovir
Aciclovir Laboratórios Azevedos - Indústria Farmacêutica,Aciclovir
Aciclovir Laropharm,Aciclovir
Aciclovir Lippenherpescreme Ratiopharm,Aciclovir
Aciclovir Livixon,Aciclovir
Aciclovir Mabo,Aciclovir
Aciclovir Medochemie,Aciclovir
Aciclovir Mercury Pharmaceuticals,Aciclovir
Aciclovir Milpharm,Aciclovir
Aciclovir Mylan Generics,Aciclovir
Aciclovir Noridem,Aciclovir
Aciclovir Noridem Enterprises,Aciclovir
Aciclovir Normon,Aciclovir
Aciclovir Olikla,Aciclovir
Aciclovir Orion,Aciclovir
Aciclovir Pensa,Aciclovir
Aciclovir Pensa Pharma,Aciclovir
Aciclovir Pfizer,Aciclovir
Aciclovir Pfizer Healthcare Ireland,Aciclovir
Aciclovir Pinewood Laboratories Limited,Aciclovir
Aciclovir Puren,Aciclovir
Aciclovir Quattro Pharma,Aciclovir
Aciclovir Ranbaxy,Aciclovir
Aciclovir Ratiopharm,Aciclovir
Aciclovir Reig Jofre,Aciclovir
Aciclovir Relonchem,Aciclovir
Aciclovir Richter,Aciclovir
Aciclovir Rompharm,Aciclovir
Aciclovir Rosemont Pharmaceuticals,Aciclovir
Aciclovir Sala,Aciclovir
Aciclovir Sandoz,Aciclovir
Aciclovir Sandoz Care,Aciclovir
Aciclovir Sandoz Conseil,Aciclovir
Aciclovir Siromed,Aciclovir
Aciclovir Siromed Stada Arzneimittel,Aciclovir
Aciclovir Slavia,Aciclovir
Aciclovir Sodium Hfa Holdings,Aciclovir
Aciclovir Stada,Aciclovir
Aciclovir Stada Genéricos,Aciclovir
Aciclovir Sun Pharma Uk,Aciclovir
Aciclovir Syri,Aciclovir
Aciclovir Syri Pharma,Aciclovir
Aciclovir Tedec,Aciclovir
Aciclovir Terapia,Aciclovir
Aciclovir Teva,Aciclovir
Aciclovir Tis,Aciclovir
Aciclovir Tolife,Aciclovir
Aciclovir Unifarma,Aciclovir Bp
Aciclovir Vectans Pharma,Aciclovir
Aciclovir Viatris,Aciclovir
Aciclovir Vida,Aciclovir
Aciclovir Vir,Aciclovir
Aciclovir Vir Pharma,Aciclovir
Aciclovir Virostad,Aciclovir
Aciclovir Vitória,Aciclovir
Aciclovir Vocate,Aciclovir
Aciclovir Wockhardt Uk,Aciclovir
Aciclovir Zentiva,Aciclovir
Aciclovir Ziaja,Aciclovir
Aciclovir Zydus,Aciclovir
Acicutan,Acitretin
Acid Acetilsalicilic Biofarm,Acetylsalicylic Acid
Acid Acetilsalicilic Krka,Acetylsalicylic Acid
Acid Acetilsalicilic Labormed,Acetylsalicylic Acid
Acid Acetilsalicilic Laropharm,Acetylsalicylic Acid
Acid Acetilsalicilic Mcc,Acetylsalicylic Acid
Acid Acetilsalicilic Richter,Acetylsalicylic Acid
Acid Acetilsalicilic Sanosan,Acetylsalicylic Acid
Acid Acetilsalicilic T,Acetylsalicylic Acid
Acid Acetilsalicilic Tamponat Mcc,Acetylsalicylic Acid
Acid Acetilsalicilic Zentiva,Acetylsalicylic Acid
Acid Ascorbic Arena,Ascorbic Acid
Acid Ibandronic Stada,Ibandronic Acid
Acid Tioctic Rompharm,Thioctic Acid
Acid Tioctic Zentiva,Thioctic Acid
Acid Tranexamic Kabi,Tranexamic Acid
Acid Zoledronic Accord,Zoledronic Acid
Acid Zoledronic Fresenius Kabi,Zoledronic Acid Monohydrate
Acid Zoledronic Rompharm,Zoledronic Acid Monohydrate
Acida,Pantoprazole Sodium Sesquihydrate
Acidal,Esomeprazole
Acidcare,Omeprazole
Acide Acetylsalicylique Biogaran,Acetylsalicylic Acid
Acide Acetylsalicylique Ibsa,Acetylsalicylic Acid
Acide Acetylsalicylique Panpharma,Lysine Aspirin
Acide Acetylsalicylique Sandoz,Acetylsalicylic Acid
Acide Alendronique Alter,Alendronate Sodium Trihydrate
Acide Alendronique Arrow Lab,Alendronate Sodium Trihydrate
Acide Alendronique Biogaran,Alendronic Acid
Acide Alendronique Cristers,Alendronate Sodium Trihydrate
Acide Alendronique Eg,Alendronic Acid
Acide Alendronique Teva Sante,Alendronate Sodium Monohydrate
Acide Alendronique Viatris,Alendronate Sodium Trihydrate
Acide Alendronique Zentiva,Sodium Alendronate Trihydrate Ph. Eur.
Acide Carglumique Tillomed,Carglumic Acid
Acide Carglumique Waymade,Carglumic Acid
Acide Folique Arrow,Folic Acid
Acide Folique Biogaran,Folic Acid
Acide Folique Ccd,Folic Acid
Acide Folique Viatris,Folic Acid
Acide Fusidique Arrow,Fusidic Acid
Acide Fusidique Bgr,Fusidic Acid
Acide Fusidique Eg,Fusidic Acid
Acide Fusidique Sandoz,Fusidic Acid
Acide Fusidique Viatris,Fusidic Acid
Acide Fusidique Zentiva,Fusidic Acid
Acide Gadoterique Guerbet,Gadoteric Acid
Acide Mycophenolique Tillomed,Mycophenolic Acid
Acide Tiaprofenique Arrow,Tiaprofenic Acid
Acide Tiaprofenique Zentiva,Tiaprofenic Acid
Acide Tranexamique Accord,Tranexamic Acid
Acide Tranexamique Aguettant,Tranexamic Acid
Acide Tranexamique Arrow,Tranexamic Acid
Acide Tranexamique Kabi,Tranexamic Acid
Acide Tranexamique La Colina,Tranexamic Acid
Acide Tranexamique Stragen,Tranexamic Acid
Acide Tranexamique Tillomed,Tranexamic Acid
Acide Tranexamique Viatris,Tranexamic Acid
Acide Tranexamique Viatris Santé,Tranexamic Acid
Acide Ursodesoxycholique Arrow,Ursodeoxycholic Acid
Acide Ursodesoxycholique Biogaran,Ursodeoxycholic Acid
Acide Ursodesoxycholique Grindeks,Ursodeoxycholic Acid
Acide Ursodesoxycholique Medipha,Ursodeoxycholic Acid
Acide Ursodesoxycholique Substipharm,Ursodeoxycholic Acid
Acide Ursodesoxycholique Teva,Ursodeoxycholic Acid
Acide Ursodesoxycholique Viatris,Ursodeoxycholic Acid
Acide Zoledronique Altan,Zoledronic Acid
Acide Zoledronique Biogaran,Anhydrous Zoledronic Acid
Acide Zoledronique Biogaran,Zoledronic Acid Monohydrate
Acide Zolédronique Fresenius Kabi,Zoledronic Acid Monohydrate
Acide Zoledronique Sandoz,Zoledronic Acid Monohydrate
Acide Zoledronique Seacross,Zoledronic Acid Monohydrate
Acide Zoledronique Tillomed,Zoledronic Acid Monohydrate
Acide Zoledronique Viatris,Zoledronic Acid Monohydrate
Acide Zoledronique Zentiva Lab,Zoledronic Acid Monohydrate
Acidi Borici Fono Viii. Naturland,Boric Acid
Ácido Acetilsalicílico Alter,Acetylsalicylic Acid
Ácido Acetilsalicílico Aristo,Acetylsalicylic Acid
Acido Acetilsalicilico Aurobindo,Acetylsalicylic Acid
Ácido Acetilsalicílico Aurovitas,Acetylsalicylic Acid
Ácido Acetilsalicílico Aurovitas Spain,Acetylsalicylic Acid
Ácido Acetilsalicílico Biofarmoz,Acetylsalicylic Acid
Ácido Acetilsalicílico Bluepharma,Acetylsalicylic Acid
Ácido Acetilsalicílico Cinfa,Acetylsalicylic Acid
Ácido Acetilsalicílico Cinfamed,Acetylsalicylic Acid
Acido Acetilsalicilico Doc Generici,Acetylsalicylic Acid
Acido Acetilsalicilico Eg,Acetylsalicylic Acid
Ácido Acetilsalicílico Farmalider,Acetylsalicylic Acid
Ácido Acetilsalicílico Farmoz,Acetylsalicylic Acid
Ácido Acetilsalicílico Generis,Acetylsalicylic Acid
Ácido Acetilsalicílico Kern Pharma,Acetylsalicylic Acid
Acido Acetilsalicilico Krka,Acetylsalicylic Acid
Acido Acetilsalicilico L.F.M.,Acetylsalicylic Acid
Ácido Acetilsalicílico Liderfen,Acetylsalicylic Acid
Ácido Acetilsalicílico Lumec,Acetylsalicylic Acid
Acido Acetilsalicilico Mylan,Acetylsalicylic Acid
Ácido Acetilsalicílico Odipe,Acetylsalicylic Acid
Acido Acetilsalicilico Panpharma,Lysine Aspirin
Acido Acetilsalicilico Pensa,Acetylsalicylic Acid
Ácido Acetilsalicílico Pensa Pharma,Acetylsalicylic Acid
Ácido Acetilsalicílico Pentafarma,Acetylsalicylic Acid
Ácido Acetilsalicilico Pharmakern,Acetylsalicylic Acid
Ácido Acetilsalicílico Ratio,Acetylsalicylic Acid
Ácido Acetilsalicílico Ratiopharm,Acetylsalicylic Acid
Ácido Acetilsalicílico Sandoz,Acetylsalicylic Acid
Acido Acetilsalicilico Sandoz Gmbh,Acetylsalicylic Acid
Ácido Acetilsalicílico Stada,Acetylsalicylic Acid
Ácido Acetilsalicílico Tarbis,Acetylsalicylic Acid
Acido Acetilsalicilico Tecnigen,Acetylsalicylic Acid
Ácido Acetilsalicílico Teva,Acetylsalicylic Acid
Acido Acetilsalicilico Teva Italia,Acetylsalicylic Acid
Ácido Acetilsalicílico Tolife,Acetylsalicylic Acid
Ácido Acetilsalicílico Viatris,Acetylsalicylic Acid
Acido Acetilsalicilico Zentiva Italia,Acetylsalicylic Acid
Acido Alendronico Alter,Alendronate Sodium Trihydrate
Acido Alendronico Aurobindo,Alendronate Sodium Trihydrate
Ácido Alendrónico Azevedos,Alendronate Sodium Trihydrate
Ácido Alendrónico Basi,Alendronic Acid
Ácido Alendrónico Beapy,Alendronate Sodium Trihydrate
Ácido Alendrónico Bluefish,Alendronic Acid
Ácido Alendrónico Bluepharma,Alendronate Sodium Trihydrate
Ácido Alendrónico Ciclum,Alendronic Acid
Ácido Alendrónico Farmoz,Alendronic Acid
Acido Alendronico Fg,Alendronate Sodium Trihydrate
Ácido Alendrónico Generis,Alendronate Sodium Trihydrate
Ácido Alendrónico Generis Phar,Alendronate Sodium
Ácido Alendrónico Germed,Alendronate Sodium Trihydrate
Ácido Alendrónico Gp,Alendronate Sodium Trihydrate
Ácido Alendrónico J. Neves,Alendronate Sodium Trihydrate
Ácido Alendrónico Jaba,Alendronic Acid
Ácido Alendrónico Maxmind,Alendronate Sodium Trihydrate
Ácido Alendrónico Mepha,Alendronate Sodium Monohydrate
Ácido Alendrónico Mylan,Alendronic Acid
Ácido Alendrónico Ortodrol,Alendronate Sodium Trihydrate
Ácido Alendrónico Pentafarma,Alendronate Sodium Trihydrate
Ácido Alendrónico Pharmakern,Alendronate Sodium Trihydrate
Ácido Alendrónico Qualigen,Alendronate Sodium Trihydrate
Ácido Alendrónico Ratiopharm,Alendronate Sodium Monohydrate
Ácido Alendrónico Sandoz,Alendronic Acid
Acido Alendrónico Semanal Ababor,Alendronate Sodium Trihydrate
Ácido Alendrónico Semanal Almus,Alendronate Sodium Trihydrate
Ácido Alendrónico Semanal Alter Genéricos,Alendronate Sodium Trihydrate
Ácido Alendrónico Semanal Aristo,Alendronate Sodium Trihydrate
Ácido Alendrónico Semanal Aurovitas Spain,Alendronate Sodium Trihydrate
Ácido Alendrónico Semanal Cinfamed,Alendronate Sodium Trihydrate
Ácido Alendrónico Semanal Davur,Alendronate Sodium Monohydrate
Ácido Alendrónico Semanal Farmalider,Alendronate Sodium Trihydrate
Ácido Alendrónico Semanal Kern Pharma,Alendronate Sodium Trihydrate
Ácido Alendrónico Semanal Mabo,Alendronic Acid
Ácido Alendrónico Semanal Normon,Alendronate Sodium Trihydrate
Ácido Alendrónico Semanal Pensa,Alendronate Sodium Trihydrate
Ácido Alendrónico Semanal Pharma Combix,Alendronate Sodium Trihydrate
Ácido Alendrónico Semanal Stada,Alendronic Acid
Ácido Alendrónico Semanal Tecnigen,Alendronate Sodium Trihydrate
Ácido Alendrónico Semanal Teva-Ratio,Alendronate Sodium Monohydrate
Ácido Alendrónico Semanal Viatris,Alendronate Sodium
Acido Alendronico Tecnigen,Alendronate Sodium Trihydrate
Ácido Alendrónico Tecnimede,Alendronate Sodium Trihydrate
Ácido Alendrónico Tetrafarma,Alendronate Sodium Trihydrate
Ácido Alendrónico Tolife,Alendronic Acid
Ácido Alendrónico Vir,Alendronate Sodium Trihydrate
Acido Alendronico Zentiva,Alendronate Sodium Trihydrate
Ácido Ascórbico,Ascorbic Acid
Ácido Ascórbico Pls Ip,Ascorbic Acid
Ácido Ascórbico Vitamina C Labesfal,Ascorbic Acid
Acido Borico Afom,Boric Acid
Acido Borico Almus,Boric Acid
Acido Borico Marco Viti,Boric Acid
Acido Borico Na,Boric Acid
Acido Borico New.Fa.Dem.,Boric Acid
Acido Borico Sella,Boric Acid
Acido Borico Zeta,Boric Acid
Ácido Carglúmico,Carglumic Acid
Ácido Carglúmico Tillomed,Carglumic Acid
Acido Carglumico Waymade,Carglumic Acid
Ácido Fólico Aristo,Folic Acid
Acido Folico Eg S.P.A.,Folic Acid
Ácido Fólico Farmoz,Folic Acid
Ácido Fólico Generis,Folic Acid
Acido Folico Mylan,Folic Acid
Ácido Fólico Qualigen,Folic Acid
Acido Folico Teva,Folic Acid Hydrate
Ácido Fusídico Farmoz,Fusidic Acid
Ácido Fusídico Isdin,Fusidic Acid
Ácido Gadotérico Farmak,Gadoteric Acid
Acido Ibandronico Alter,Ibandronic Acid
Acido Ibandronico Aurobindo,Ibandronic Acid
Ácido Ibandrónico Aurovitas,Ibandronic Acid
Ácido Ibandrónico Bluefish,Ibandronic Acid
Ácido Ibandrónico Bluepharma,Ibandronic Acid
Ácido Ibandrónico Bluesar,Ibandronic Acid
Ácido Ibandrónico Ciclum,Ibandronic Acid
Ácido Ibandrónico Cinfa,Ibandronic Acid
Acido Ibandronico Doc Generici,Ibandronic Acid
Acido Ibandronico Eg,Ibandronic Acid
Ácido Ibandrónico Farmoz,Ibandronic Acid
Ácido Ibandrónico Gedeon Richter,Ibandronate Sodium Hydrate
Ácido Ibandrónico Generis,Ibandronic Acid
Ácido Ibandrónico Kern Pharma,Ibandronic Acid
Acido Ibandronico Mylan,Ibandronic Acid
Ácido Ibandrónico Normon,Ibandronic Acid
Acido Ibandronico Pensa,Ibandronic Acid
Ácido Ibandrónico Pentafarma,Ibandronic Acid
Ácido Ibandrónico Pharmakern,Ibandronic Acid
Ácido Ibandrónico Qualigen,Ibandronic Acid
Ácido Ibandrónico Ratiopharm,Ibandronic Acid
Acido Ibandronico Sandoz,Ibandronic Acid
Ácido Ibandrónico Stada,Ibandronic Acid
Ácido Ibandrónico Synthon,Ibandronic Acid
Ácido Ibandrónico Tarbis,Ibandronic Acid
Acido Ibandronico Tecnigen,Ibandronic Acid
Ácido Ibandrónico Tolife,Ibandronic Acid
Ácido Ibandrónico Viatris,Ibandronic Acid
Ácido Ibandrónico Vir,Ibandronic Acid
Ácido Ibandrónico Vitória,Ibandronic Acid
Acido Ibandronico Zentiva,Sodium Ibandronate
Acido Micofenolico Accord,Mycophenolic Acid
Ácido Micofenólico Stada,Mycophenolic Acid
Acido Micofenolico Tillomed,Mycophenolic Acid
Acido Salicilico Marco Viti,Salicylic Acid
Acido Salicilico Na,Salicylic Acid
Ácido Tranexâmico A.Forall,Tranexamic Acid
Ácido Tranexâmico Accord,Tranexamic Acid
Acido Tranexamico Adamed,Tranexamic Acid
Acido Tranexamico Aurobindo,Tranexamic Acid
Ácido Tranexámico Baxter,Tranexamic Acid
Acido Tranexamico Bioindustria L.I.M.,Tranexamic Acid
Ácido Tranexâmico Generis,Tranexamic Acid
Ácido Tranexâmico Hyloris,Tranexamic Acid
Ácido Tranexâmico Kabi,Tranexamic Acid
Ácido Tranexâmico Maxmind,Tranexamic Acid
Ácido Tranexámico Viatris,Tranexamic Acid
Ácido Tranexámico Zentiva,Tranexamic Acid
Acido Tricloroacetico Zeta,Trichloroacetic Acid
Acido Ursodesossicolico Abc,Ursodeoxycholic Acid
Acido Ursodesossicolico Aurobindo,Ursodeoxycholic Acid
Acido Ursodesossicolico Doc Generici,Ursodeoxycholic Acid
Acido Ursodesossicolico Eg,Ursodeoxycholic Acid
Acido Ursodesossicolico Eg Stada,Ursodeoxycholic Acid
Acido Ursodesossicolico Mylan Generics,Ursodeoxycholic Acid
Acido Ursodesossicolico Ratiopharm,Ursodeoxycholic Acid
Ácido Ursodesoxicólico Generis,Ursodeoxycholic Acid
Ácido Valproico Altan,Sodium Valproate
Ácido Valpróico Generis,Sodium Valproate
Ácido Valpróico Generis,Valproic Acid
Acido Valproico Sandoz,Sodium Valproate
Acido Valproico Seacross,Sodium Valproate
Ácido Zoledrónico Accord,Zoledronic Acid
Acido Zoledronico Altan,Zoledronic Acid
Ácido Zoledrónico Basi,Zoledronic Acid
Ácido Zoledrónico Bluepharma,Zoledronic Acid Monohydrate
Ácido Zoledrónico Farmoz,Zoledronic Acid Monohydrate
Acido Zoledronico Fresenius Kabi,Zoledronic Acid Monohydrate
Acido Zoledronico Galenica Senese,Zoledronic Acid Monohydrate
Ácido Zoledrónico Generis,Zoledronic Acid Monohydrate
Acido Zoledronico Hikma,Zoledronic Acid Monohydrate
Ácido Zoledronico Kabi,Zoledronic Acid
Ácido Zoledrónico Kern Pharma,Zoledronic Acid Monohydrate
Ácido Zoledrónico Normon,Zoledronic Acid
Ácido Zoledrónico Normon,Zoledronic Acid Monohydrate
Acido Zoledronico Seacross,Zoledronic Acid Monohydrate
Acido Zoledronico Tillomed,Zoledronic Acid Monohydrate
Ácido Zoledrónico Zentiva,Zoledronic Acid Monohydrate
Ácidos Omega-3 Strides,Omega-3-Acid Ethyl Esters 90
Acidum Ascorbicum Bbp,Ascorbic Acid
Acidum Folicum Hasco,Folic Acid
Acidum Folicum Léčiva,Folic Acid
Acidum Folicum Richter,Folic Acid
Acidum Nicotinicum Vasc,Nicotinic Acid
Acidwell,Pantoprazole
Acifer,Ferrous Gluconate
Acifol,Folic Acid
Aciklovir Abece,Aciclovir
Aciklovir Accord,Aciclovir
Aciklovir Alpha-Medical,Aciclovir
Aciklovir Noridem,Aciclovir
Aciklovir Stada,Aciclovir
Acilesol,Rabeprazole Sodium
Acimaphin,Buprenorphine
Acimethin,L-Methionine
Acimethin,Methionine
Acimol,L-Methionine
Acinic,Mefenamic Acid
Acinorphin,Buprenorphine
Acipan,Pantoprazole
Acipan Control,Pantoprazole
Acipan S,Pantoprazole
Acipen-V,Phenoxymethylpenicillin
Aciphen,Diethylamine Salicylate
Aciprex,Escitalopram Oxalate
Aciryl,Pregabalin
Acitren,Acitretin
Acitretin Aurobindo,Acitretin
Acitretin Genus Pharmaceuticals,Acitretin
Acitretin Morningside Healthcare,Acitretin
Acitretin Orifarm,Acitretin
Acitretina Ifc,Acitretin
Acitretine Cf,Acitretin
Acitretine Ifc,Acitretin
Acivir,Aciclovir
Acivision,Aciclovir
Acix,Aciclovir Sodium
Acizal,Acetylsalicylic Acid
Acklab,Aciclovir
Aclasta,Zoledronic Acid Monohydrate
Aclaton,Pregabalin
Aclexa,Celecoxib
Aclop,Clopidogrel
Aclotin,Ticlopidine Hydrochloride
Aclotine,Antithrombin Iii
Aclovir,Aciclovir
Aclovir Ratiopharm,Aciclovir
Acmotren,Isotretinoin
Acne Hermal,Erythromycin
Acnecide,Benzoyl Peroxide
Acnecide Face,Benzoyl Peroxide
Acnecide Face Wash,Benzoyl Peroxide
Acnecide Wash,Benzoyl Peroxide
Acnelec,Adapalene
Acnemed Clear,Chlorhexidine Gluconate Solution Bp
Acnemed Skin Wash,Chlorhexidine Gluconate
Acnemin 10 Mg,Isotretinoin
Acnemin 20 Mg,Isotretinoin
Acnenor,Isotretinoin
Acnesyn,Isotretinoin
Acnetrait,Isotretinoin
Acnisdin,Isotretinoin
A-Cnotren,Isotretinoin
Aco Acnegel,Salicylic Acid
Aco Acnelösning,Salicylic Acid
Acodin,Dextromethorphan Hydrobromide
Acodoron,Aconitum Napellus D30
Acoin,Lidocaine Hydrochloride Monohydrate
Acomicil,Topiramate
Aconex,Naphazoline Hydrochloride
Aconitum Napellus Rh Weleda,Aconitum Napellus Rh Dil. D3
Acopair,Anhydrous Tiotropium Bromide
Acopair,Tiotropium
Acopair,Tiotropium Bromide
Acore,Tadalafil
Acorspray,Budesonide
Acovil,Ramipril
Acoxxel,Etoricoxib
A-Cq 100,Chloroquine
Acqua Per Preparazioni Iniettabil Baxter,Water For Injection
Acqua Per Preparazioni Iniettabili – Piccoli Volumi Monico,Sterilised Water For Injections
Acqua Per Preparazioni Iniettabili B. Braun,Water For Injection
Acqua Per Preparazioni Iniettabili Baxter,Water For Injection
Acqua Per Preparazioni Iniettabili Bioindustria L.I.M.,Sterilised Water For Injections
Acqua Per Preparazioni Iniettabili Diaco,Water For Injection
Acqua Per Preparazioni Iniettabili Eurospital,Water For Injection
Acqua Per Preparazioni Iniettabili Fisiopharma,Sterilised Water For Injections
Acqua Per Preparazioni Iniettabili Fresenius Kabi Italia,Water For Injection
Acqua Per Preparazioni Iniettabili Galenica Senese,Water For Injection
Acqua Per Preparazioni Iniettabili Monico,Sterilised Water For Injections
Acqua Per Preparazioni Iniettabili Noridem,Water For Injection
Acqua Per Preparazioni Iniettabili S.A.L.F,Water For Injection
Acqua Per Preparazioni Iniettabili S.A.L.F.,Water For Injection
Acrel Semanal,Risedronate Sodium
Acriflex,Chlorhexidine Gluconate
Acrivastine Brown & Burk Uk,Acrivastine
Actacillin,Phenoxymethylpenicillin Potassium
Actalide,Nimesulide
Actamone,Montelukast
Actelsar,Telmisartan
Act-Hib,Haemophilus Type B Conjugate Vaccine (Tetanus Toxoid Conjugate)
Actidox,Doxycycline Monohydrate
Actifed Decongestionante,Xylometazoline Hydrochloride
Actifed Descongestionante Sem Conservantes,Xylometazoline Hydrochloride
Actigra,Sildenafil
Actigra Forte,Sildenafil
Actilax,Sodium Picosulfate
Actilogic,Lidocaine
Actilyse,Alteplase
Actilyse 10,Alteplase
Actilyse 20,Alteplase
Actilyse 50,Alteplase
Actilyse Cathflo,Alteplase
Actimag,Magnesium Pidolate
Actimodan,Modafinil
Actimorph,Morphine Sulfate
Actine,Bilastine
Actiprofen,Ibuprofen
Actiq,Fentanyl
Actiq,Fentanyl Citrate
Actira,Moxifloxacin
Actiskenan,Morphine Sulfate
Actithiol Mucolítico Infantil,Carbocisteine
Activir,Aciclovir
Activir - Fieberblasen,Aciclovir
Activon,Etofenamate
Activox Rhume,Pelargonium Sidoides Dc Root Liquid Extract
Actocortina,Hydrocortisone Sodium Phosphate
Actokit,Combinatieverpakking
Actonel,Risedronate Monosodium
Actonel,Risedronate Sodium
Actonel «2 Συνεχόμενεσ Ημέρεσ Το Μήνα»,Risedronate Sodium
Actonel Einmal Wöchentlich,Risedronate Monosodium
Actonel Einmal Wöchentlich,Risedronate Sodium
