+-------------------+------------+------------+---------------+----------------------------------------+----------------------+
| dep_name          | date       | shift_type | staff_type    | subclass_detail                        | required_staff_count |
| Gynecology        | 2026-01-07 | night      | doctor        | Ακτινολογία                            |                    1 |
| Gynecology        | 2026-01-07 | night      | doctor        | Δερματολογία                           |                    1 |
| Gynecology        | 2026-01-07 | night      | doctor        | Οφθαλμολογία                           |                    1 |
| Gynecology        | 2026-01-07 | night      | nurse         | assistant nurse                        |                    4 |
| Gynecology        | 2026-01-07 | night      | nurse         | supervisor                             |                    2 |
| Gynecology        | 2026-01-07 | noon       | administrator | Έλεγχος ΑΜΚΑ                           |                    1 |
| Gynecology        | 2026-01-07 | noon       | administrator | Υποδοχή κοινού                         |                    1 |
| Gynecology        | 2026-01-07 | noon       | doctor        | Γαστρεντερολογία                       |                    1 |
| Gynecology        | 2026-01-07 | noon       | doctor        | Οφθαλμολογία                           |                    1 |
| Gynecology        | 2026-01-07 | noon       | doctor        | Ωτορινολαρυγγολογία                    |                    1 |
